Date,alpha1,alpha2,alpha3,alpha4,alpha5,alpha6,alpha12,alpha13,alpha14,alpha15,alpha54,alphaExt1,alphaExt2,alphaExt3,alphaExt4
2023-06-05 00:00:00-04:00,3.5,-0.4711276479384703,0.4950794461138204,-9.0,-128370.0,0.4482728098518882,-0.8082885742188068,-144.0,91.89592601963707,-7.0,-0.227738843443254,1.0788489189693025,1.0876041497109556,1.0245380760427545,0.7494290244449912
2023-06-06 00:00:00-04:00,4.5,-0.2879939562709964,0.6860204075533226,-8.0,-135744.0,0.6646287922892276,0.916717529296875,-71.0,101.68820522025182,-8.0,-0.7752154231021962,1.0524107346845524,1.0649871772092756,1.0338450548421665,0.8725694384195921
2023-06-07 00:00:00-04:00,3.5,0.1500281527759812,0.6020098371046312,-8.0,-65601.0,0.5972043616186714,1.45892333984375,-222.0,43.595918398163015,-9.0,-0.1281584238742883,1.064028127284396,1.0614190251342277,1.0327188706079629,0.8617241300385574
2023-06-08 00:00:00-04:00,4.5,0.0248240591171103,0.6685155510619961,-6.0,-120416.0,0.6731914561650064,2.543182373046875,-270.0,256.4859447988674,-9.0,-0.8503498471239184,1.0383104289475158,1.0581364901811858,1.0224965272350004,0.917021273429782
2023-06-09 00:00:00-04:00,4.5,0.3770302996712459,0.5251530650832738,-9.0,-53760.0,0.5792393007219819,-0.759063720703125,-329.0,104.84231343067871,-8.0,-0.3303587611350146,1.036079239227215,1.0726649089928897,1.03114038842987,0.8596491228070176
2023-06-12 00:00:00-04:00,4.5,-0.0230624495384622,0.413890830542733,-9.0,-74465.0,0.5286716209396101,3.844268798828182,-332.0,211.99731999678363,-8.0,-0.9463816153323564,1.006230207241293,1.063289377446444,1.035339223223619,0.8755244958580858
2023-06-13 00:00:00-04:00,4.5,0.2949480917310421,0.175750691257145,-9.0,-34320.0,0.3086607785636788,-2.819244384765568,-437.0,57.719565591407935,-7.0,-0.7403908219527906,0.9872378234927348,1.0490772454919672,1.029839419521246,0.8710017582468859
2023-06-14 00:00:00-04:00,4.5,0.4020939622725673,-0.3409687033737746,-8.0,-26133.0,-0.3138998899188429,-0.51251220703125,-457.0,-82.86957093857453,-8.0,-0.6550313911671837,0.9772763224704776,1.0540912912783715,1.0398236819175095,0.8994575472820695
2023-06-15 00:00:00-04:00,4.5,0.0108673892290117,-0.688047140440824,-9.0,-18300.0,-0.7174773838093133,-5.3426513671875,-456.0,-265.4666320094459,-7.0,-0.7733265642718724,0.9577367992626792,1.0423976754943285,1.030316459133476,0.8397187609488178
2023-06-16 00:00:00-04:00,3.5,-0.1813760582609532,-0.8224782990701488,-9.0,-15228.0,-0.9080169661954888,1.4860534667968182,-463.0,-81.72152695759398,-8.0,-0.1099488837433101,0.9810911265200388,1.0424766945186636,1.033508683517552,0.8600732673413977
2023-06-20 00:00:00-04:00,2.5,-0.26329975990991,-0.6890567826070146,-8.0,-95760.0,-0.7677246284184106,-2.255828857421932,-415.0,-174.2734906509792,-7.0,-0.645701817736055,0.978038053602548,1.0310428947149846,1.0308698396667086,0.9062043893939998
2023-06-21 00:00:00-04:00,1.5,-0.3377256939291332,-0.5588544908226365,-6.0,-96921.0,-0.6345386028253319,2.216217041015568,-450.0,-27.919698524314605,-6.0,-0.2325633767467316,0.983266293217094,1.0307783981227685,1.0228829915660065,0.941417920167209
2023-06-22 00:00:00-04:00,0.5,-0.238924633936967,-0.5936584377595523,-5.0,-114208.0,-0.6228443580359887,1.5533752441405682,-464.0,-269.6916070295831,-4.0,-0.9356548249652494,0.9660410775584524,1.0337591734264873,1.007852575484519,1.0076190766834077
2023-06-23 00:00:00-04:00,3.5,-0.2825072318202043,-0.3498785988269501,-3.0,-53818.0,-0.4558592303015444,3.2650146484375,-414.0,-124.90542910262316,-3.0,-0.2847887871314518,0.978120387021868,1.0378740503566708,1.0115909475984046,0.9706325754901818
2023-06-26 00:00:00-04:00,2.5,0.0551970147247572,-0.4374142294862401,-1.0,-114080.0,-0.5153768795757453,-1.751190185546875,-248.0,-130.39035053266355,-4.0,-0.0741049066445731,1.004001341420237,1.0388736563576444,1.018437922729902,0.9489796477387898
2023-06-27 00:00:00-04:00,1.5,-0.0054973059901798,-0.4470026099068007,-2.0,-113515.0,-0.5124957464705223,4.679779052734375,-239.0,-155.79870692703878,-6.0,-0.8327414975754629,0.9834836819230522,1.0209535173832676,1.0171821257202762,0.97675318117455
2023-06-28 00:00:00-04:00,0.5,0.0648760320945354,-0.505933048503443,-6.0,-98784.0,-0.5486791121696764,-0.217681884765625,-228.0,-162.95769631439387,-8.0,-0.6434975938752424,1.0006437941389843,1.033485612329351,1.0235196447085768,0.980684123345356
2023-06-29 00:00:00-04:00,4.5,0.7427674098535897,-0.4531337335024767,-8.0,-110834.0,-0.5252806801986065,1.701751708984375,-168.0,-193.3032903130872,-7.0,-0.91516121790714,0.9758677039848946,1.0122683081159285,1.0080681767281985,0.9952792746312652
2023-06-30 00:00:00-04:00,4.5,0.412633514553037,-0.6844220319437723,-9.0,-21096.0,-0.7763244723500778,-5.115142822265625,-466.0,-124.98824004836251,-7.0,-0.6662529633366239,0.9703785161137094,1.0083061472438053,1.005123108799005,0.969551348180698
